# fields=10 strings=0,1,5,6,7,8
"%s agrees with %s.","%s agrees with %s.",0,0,0,"%s赞同%s的观点。","%s согласен с %s.","%s está de acuerdo con %s.","%s concorda com %s.",8323198
"s.","%s raises her fist in anger at you.",0,0,0,"%s对你愤怒地挥起拳头。","%s в гневе подняла кулак на %s.","%s levanta el puño con ira a ti.","%s levanta o punho com raiva para você.",8323198
".","%s raises her fist in anger.",0,0,0,"%s愤怒地挥起拳头。","%s в гневе поднял кулак.","%s levanta el puño con ira.","%s levanta o punho com raiva.",8323198
"","%s apologizes to %s.  Sorry!",0,0,0,"%s向%s表示道歉。对不起！","%s извиняется перед %s. Извините!","%s se disculpa con %s. ¡Perdón!","%s pede desculpas a %s. Perdão!",8323198
"%s赞同%s的观点。","%s apologizes to you.  Sorry!",0,0,0,"%s向你表示道歉。对不起！","%s извиняется перед вами. Извините!","%s pide disculpas a ti. ¡Lo siento!","%s pede desculpas a você. Perdão!",8323198
"s赞同%s的观点。","You apologize to %s.  Sorry!",0,0,0,"你向%s表示道歉。对不起！","Вы извиняетесь перед %s. Извините!","Te disculpas con %s. ¡Lo siento!","Você pede desculpas a %s. Sinto muito!",8323198
"赞同%s的观点。","%s apologizes to everyone.  Sorry!",0,0,0,"%s向大家表示道歉。对不起！","%s извиняется перед всеми. Извините!","%s se disculpa con todos. ¡Perdón!","%s pede desculpas a todos. Perdão!",8323198
"��同%s的观点。","You apologize to everyone.  Sorry!",0,0,0,"你向大家表示道歉。对不起！","Вы извиняетесь перед всеми. Извините!","Te disculpas con todos. ¡Lo siento!","Você pede desculpas a todos. Sinto muito!",8323198
"�同%s的观点。","%s applauds at %s.  Bravo!",0,0,0,"%s向%s大声喝彩。真棒！","%s аплодирует %s. Браво!","%s aplaude a %s. ¡Bravo!","%s aplaude %s. Bravo!",8323198
"同%s的观点。","%s applauds at you.  Bravo!",0,0,0,"%s向你大声喝彩。真棒！","%s аплодирует вам. Браво!","%s te aplaude. ¡Bravo!","%s aplaude você. Bravo!",8323198
"��%s的观点。","You applaud at %s.  Bravo!",0,0,0,"你向%s大声喝彩。真棒！","Вы аплодируете %s. Браво!","Aplaudes a %s. ¡Bravo!","Você aplaude %s. Bravo!",8323198
"�%s的观点。","%s applauds.  Bravo!",0,0,0,"%s大声喝彩。真棒！","%s аплодирует. Браво!","%s aplaude. ¡Bravo!","%s aplaude. Bravo!",8323198
"%s的观点。","You applaud.  Bravo!",0,0,0,"你大声喝彩。好！","Вы аплодируете. Браво!","Aplaudes. ¡Bravo!","Você aplaude. Bravo!",8323198
"s的观点。","%s is so bashful...too bashful to get %s's attention.",0,0,0,"%s太害羞了……根本没有引起%s的注意。","%s такой застенчивый...слишком застенчивый, чтобы привлечь внимание %s.","%s es tan tímido... demasiado tímido para llamar la atención de %s.","%s é tão tímido... muito tímido para chamar a atenção de %s.",8323198
"的观点。","%s is so bashful...too bashful to get your attention.",0,0,0,"%s太害羞了……无法引起你的注意。","%s такой застенчивый...слишком застенчивый, чтобы привлечь ваше внимание.","%s es tan tímido... demasiado tímido para llamar tu atención.","%s é tão tímido... muito tímido para chamar sua atenção.",8323198
"��观点。","You are so bashful...too bashful to get %s's attention.",0,0,0,"你太害羞了……从而无法引起%s的注意。","Вы такой застенчивый...слишком застенчивый, что бы пришлечь внимание %s.","Eres tan tímido... demasiado tímido para llamar la atención de %s.","Você é tão tímido... muito tímido para chamar a atenção de %s.",8323198
"�观点。","%s is bashful.",0,0,0,"%s非常害羞。","%s застенчивый.","%s es tímido.","%s é tímido.",8323198
"观点。","You are bashful.",0,0,0,"你非常害羞。","Вы застенчивый.","Eres tímido.","Você é tímido.",8323198
"��点。","%s beckons %s over.",0,0,0,"%s招手示意%s过来。","%s манит %s.","%s hace señas a %s para que se acerque.","%s acena para %s se aproximar.",8323198
"�点。","%s beckons you over.",0,0,0,"%s招手示意你过去。","%s манит вас.","%s te hace señas para que te acerques.","%s acena para você se aproximar.",8323198
"点。","You beckon %s over.",0,0,0,"你招手示意%s过来。","Вы маните %s.","Le haces señas a %s para que se acerque.","Você acena para %s se aproximar.",8323198
"��。","%s beckons everyone over.",0,0,0,"%s招手示意大家都过去。","%s манит всех к себе.","%s hace señas a todos para que se acerquen.","%s acena para todos se aproximarem.",8323198
"�。","You beckon everyone over to you.",0,0,0,"你招手示意大家都过去。","Вы маните всех  к себе.","Les haces señas a todos para que se acerquen a ti.","Você acena para todos se aproximarem de você.",8323198
"。","%s begs %s.  How pathetic.",0,0,0,"%s正在祈求%s。真可怜。","%s умоляет %s. Как жалко.","%s ruega a %s. Qué patético.","%s implora a %s. Que patético.",8323198
"��","%s begs you.  How pathetic.",0,0,0,"%s在祈求你。好可怜啊。","%s умоляет вас. Как жалко.","%s ruega a ti. Qué patético.","%s implora a você. Que patético.",8323198
"�","You beg %s.  How pathetic.",0,0,0,"你在祈求%s。好可怜啊。","Вы умоляете %s. Как жалко.","Le suplicas a %s. Qué patético.","Você implora a %s. Que patético.",8323198
"","%s begs everyone around him.  How pathetic.",0,0,0,"%s向周围大家祈求。好可怜啊。","%s умоляет всех вокруг него. Как жалко.","%s ruega a todos los que lo rodean. Qué patético.","%s implora a todos ao seu redor. Que patético.",8323198
"%s согласен с %s.","You beg everyone around you. How pathetic.",0,0,0,"你向你周围的人祈求。真可怜。","Вы умоляете всех вокруг вас. Как жалко.","Les suplicas a todos a tu alrededor. Qué patético.","Você implora a todos ao seu redor. Que patético.",8323198
"s согласен с %s.","%s begs everyone around her.  How pathetic.",0,0,0,"%s向她周围的人祈求。真可怜。","%s умоляет всех вокруг неё. Как жалко.","%s ruega a todos los que la rodean. Qué patético.","%s implora a todos ao seu redor. Que patético.",8323198
" согласен с %s.","%s bites %s.  Ouch!",0,0,0,"%s咬了%s一口。啊！","%s кусается %s. Ой!","%s muerde a %s. ¡Ay!","%s morde %s. Ai!",8323198
"согласен с %s.","%s bites you.  Ouch!",0,0,0,"%s咬了你一口。啊！","%s кусает вас. Ой!","%s muerde a ti. ¡Ay!","%s morde você. Ai!",8323198
"�огласен с %s.","You bite %s.  Ouch!",0,0,0,"你咬了%s一口。啊！","Вы кусаете %s. Ой!","Muerdes a %s. ¡Ay!","Você morde %s. Ai!",8323198
"огласен с %s.","%s looks around for someone to bite.",0,0,0,"%s四下张望，想找个人咬一口。","%s оглядывается по сторонам в поисках кого-нибудь, кого можно укусить.","%s busca a alguien a quien morder.","%s procura alguém para morder.",8323198
"�гласен с %s.","You look around for someone to bite.",0,0,0,"你四下张望，想找个人咬一口。","Вы оглядываетесь по сторонам в поисках кого-нибудь, кого можно укусить.","Buscas a alguien a quien morder.","Você procura alguém para morder.",8323198
"гласен с %s.","Blood oozes from %s's wounds.",0,0,0,"%s的伤口渗出了鲜血。","Кровь сочится из ран %s.","La sangre mana de las heridas de %s.","Sangue jorra das feridas de %s.",8323198
"�ласен с %s.","Blood oozes from your wounds.",0,0,0,"你的伤口渗出了鲜血。","Кровь сочится из ваших ран.","La sangre mana de tus heridas.","Sangue jorra das suas feridas.",8323198
"ласен с %s.","%s blinks at %s.",0,0,0,"%s对%s眨了眨眼。","%s прищюрившись смотрит на %s.","%s parpadea ante %s.","%s pisca para %s.",8323198
"�асен с %s.","%s blinks at you.",0,0,0,"%s对你眨了眨眼。","%s прищюрившись смотрит на тебя.","%s parpadea ante ti.","%s pisca para você.",8323198
"асен с %s.","You blink at %s.",0,0,0,"你对%s眨了眨眼。","Вы прищурившись смотрите на %s.","Parpadeas a %s.","Você pisca para %s.",8323198
"�сен с %s.","%s blinks.",0,0,0,"%s眨了眨眼。","%s прищюрившись смотрит.","%s parpadea.","%s pisca.",8323198
"сен с %s.","You blink your eyes.",0,0,0,"你眨了眨眼。","Вы моргаете глазами.","Parpadeas.","Você pisca.",8323198
"�ен с %s.","%s blushes at %s.",0,0,0,"%s看着%s，满脸通红。","%s краснеет от %s.","%s se sonroja ante %s.","%s cora para %s.",8323198
"ен с %s.","%s blushes at you.",0,0,0,"%s对着你脸红了。","%s краснеет от тебя.","%s se sonroja ante ti.","%s cora para você.",8323198
"�н с %s.","You blush at %s.",0,0,0,"你对着%s脸红了。","Вы краснеете от %s. ","Te sonrojas ante %s.","Você cora para %s.",8323198
"н с %s.","%s blushes.",0,0,0,"%s脸红了。","%s краснеет.","%s se sonroja.","%s cora.",8323198
"� с %s.","You blush.",0,0,0,"你脸红了。","Вы краснеете.","Te sonrojas.","Você cora.",8323198
" с %s.","%s bonks %s on the noggin.  Doh!",0,0,0,"%s重重的敲了一下%s的脑袋，发出“咚”的一声。","%s бьет %s по голове. Ох!","%s le da un golpe en la cabeza a %s. ¡Doh!","%s bate na cabeça de %s. Doh!",8323198
"с %s.","%s bonks you on the noggin.  Doh!",0,0,0,"%s重重的敲了一下你的脑袋，发出“咚”的一声。","%s бьет вас по голове. Ох!","%s te da un golpe en la cabeza. ¡Doh!","%s bate na sua cabeça. Doh!",8323198
"� %s.","You bonk %s on the noggin.  Doh!",0,0,0,"你重重的敲了一下%s的脑袋，发出“咚”的一声。","Вы бьете %s по голове. Ох!","Le das un golpe a %s en la cabeza. ¡Doh!","Você dá um golpe na cabeça de %s. Doh!",8323198
" %s.","%s bonks his own noggin.  Doh!",0,0,0,"%s重重的敲了一下他自己的脑袋，发出“咚”的一声。","%s бьет себя по голове. Ох!","%s se da un golpe en la cabeza a sí mismo. ¡Doh!","%s bate na própria cabeça. Doh!",8323198
"%s.","You bonk yourself on the noggin.  Doh!",0,0,0,"你重重的敲了一下你的脑袋，发出“咚”的一声。","Вы бьете себя по голове. Ох!","Te das un golpe en la cabeza. ¡Doh!","Você dá um golpe na cabeça. Doh!",8323198
"s.","%s bonks her own noggin.  Doh!",0,0,0,"%s重重的敲了一下她自己的脑袋，发出“咚”的一声。","%s бьет себя по голове. Ох!","%s se da un golpe en la cabeza a sí misma. ¡Doh!","%s bate na própria cabeça. Doh!",8323198
".","%s is terribly bored with %s.",0,0,0,"%s对%s感到十分厌烦。","%s ужасно скучает с %s.","%s está terriblemente aburrido con %s.","%s está terrivelmente entediado com %s.",8323198
"","%s is terribly bored with you.",0,0,0,"%s对你感到十分厌烦。","%s ужасно скучает с вами.","%s está terriblemente aburrido contigo.","%s está terrivelmente entediado com você.",8323198
"%s está de acuerdo con %s.","You are terribly bored with %s.",0,0,0,"你对%s感到十分厌烦。","Вы ужасно скучаете с %s.","Estás terriblemente aburrido con %s.","Você está terrivelmente entediado com %s.",8323198
"s está de acuerdo con %s.","%s is overcome with boredom.  Oh the drudgery!",0,0,0,"%s已经不胜其烦,这种苦差事！","%s одолевает скука. Ох, какая мука!","%s está abrumado por el aburrimiento. ¡Qué fastidio!","%s está sobrecarregado de tédio. Que chato!",8323198
" está de acuerdo con %s.","You are overcome with boredom.  Oh the drudgery!",0,0,0,"你已经对这种苦差事不胜其烦了！","Вас одолевает скука. Ох, какая мука!","Estás abrumado por el aburrimiento. ¡Qué fastidio!","Você está sobrecarregado de tédio. Que chato!",8323198
"está de acuerdo con %s.","%s bounces up and down in front of %s.",0,0,0,"%s在%s面前上窜下跳。","%s подпрыгивает вверх и вниз перед %s.","%s salta arriba y abajo frente a %s.","%s pula para cima e para baixo na frente de %s.",8323198
"stá de acuerdo con %s.","%s bounces up and down in front of you.",0,0,0,"%s在你面前上窜下跳。","%s подпрыгивает вверх и вниз перед вами.","%s salta arriba y abajo frente a ti.","%s pula para cima e para baixo na sua frente.",8323198
"tá de acuerdo con %s.","You bounce up and down in front of %s.",0,0,0,"你在%s面前上窜下跳。","Вы прыгаете вверх и вниз перед %s.","Saltas arriba y abajo frente a %s.","Você pula para cima e para baixo na frente de %s.",8323198
"á de acuerdo con %s.","%s bounces up and down.",0,0,0,"%s正在上窜下跳。","%s прыгает вверх вниз.","%s salta arriba y abajo.","%s pula para cima e para baixo.",8323198
"� de acuerdo con %s.","You bounce up and down.",0,0,0,"你正在上窜下跳。","Вы прыгаете вверх вниз.","Saltas arriba y abajo.","Você pula para cima e para baixo.",8323198
" de acuerdo con %s.","%s will be right back.  Sit tight, %s.",0,0,0,"%s马上就回来，%s，你先别擅自行动。","%s скоро вернётся. Оставайся на месте, %s.","%s vuelve enseguida. Espera, %s.","%s volta já. Espere, %s.",8323198
"de acuerdo con %s.","%s will be right back.  Sit tight.",0,0,0,"%s马上就回来。请先不要采取什么行动。","%s скоро вернётся. Оставайся на месте.","%s vuelve enseguida. Espera.","%s volta já. Espere.",8323198
"e acuerdo con %s.","You let %s know you'll be right back.",0,0,0,"你告诉%s你会马上回来。","Дай знать %s  как только вернешься.","Le haces saber a %s que vuelves enseguida.","Você informa a %s que volta já.",8323198
" acuerdo con %s.","%s will be right back.",0,0,0,"%s马上就回来。","%s скоро вернеться.","%s vuelve enseguida.","%s volta já.",8323198
"acuerdo con %s.","You let everyone know you'll be right back.",0,0,0,"你告诉大家你马上就回来。","Дайте всем знать, что вы скоро вернетесь.","Les haces saber a todos que vuelves enseguida.","Você informa a todos que volta já.",8323198
"cuerdo con %s.","%s bows before %s.",0,0,0,"%s向%s鞠躬。","%s преклоняется перед %s.","%s se inclina ante %s.","%s se curva perante %s.",8323198
"uerdo con %s.","%s bows before you.",0,0,0,"%s向你鞠躬。","%s преклоняется перед вами.","%s se inclina ante ti.","%s se curva perante você.",8323198
"erdo con %s.","You bow before %s.",0,0,0,"你向%s鞠躬。","Вы преклоняетесь перед %s.","Te inclinas ante %s.","Você se curva perante %s.",8323198
"rdo con %s.","%s bows down graciously.",0,0,0,"%s优雅的鞠了一躬。","%s любезно кланяется.","%s se inclina graciosamente.","%s se curva graciosamente.",8323198
"do con %s.","You bow down graciously.",0,0,0,"你优雅的鞠了一躬。","Вы любезно кланяетесь.","Te inclinas graciosamente.","Você se curva graciosamente.",8323198
"o con %s.","%s burps rudely in %s's face.",0,0,0,"%s很没有礼貌地对着%s打了个嗝。","%s грубо рыгает в лицо %s.","%s eructa groseramente en la cara de %s.","%s arrota grosseiramente na cara de %s.",8323198
" con %s.","%s burps rudely in your face.",0,0,0,"%s很没有礼貌得对着你打了个嗝。","%s грубо рыгает вам в лицо.","%s eructa groseramente en tu cara.","%s arrota grosseiramente na sua cara.",8323198
"con %s.","You burp rudely in %s's face.",0,0,0,"你很没有礼貌得对着%s打了个嗝。","Вы грубо рыгаете в лицо %s.","Eructas groseramente en la cara de %s.","Você arrota grosseiramente na cara de %s.",8323198
"on %s.","%s lets out a loud belch.",0,0,0,"%s打了个响亮的嗝。","%s громко отрыгивает.","%s suelta un eructo fuerte.","%s solta um arroto forte.",8323198
"n %s.","You let out a loud belch.",0,0,0,"你打了个响亮的嗝。","Вы громко отрыгиваете.","Sueltas un eructo fuerte.","Você solta um arroto forte.",8323198
" %s.","%s waves goodbye to %s.  Farewell!",0,0,0,"%s向%s挥手告别。再见！","%s машет на прощание %s. Прощай!","%s se despide con la mano de %s. ¡Adiós!","%s se despede de %s com um aceno. Adeus!",8323198
"%s.","%s waves goodbye to you.  Farewell!",0,0,0,"%s向你挥手告别。再见！","%s машет вам на прощание. Прощай!","%s se despide con la mano de ti. ¡Adiós!","%s se despede de você com um aceno. Adeus!",8323198
"s.","You wave goodbye to %s.  Farewell!",0,0,0,"你向%s挥手告别。再见！","Вы машете на прощание %s. Прощай!","Te despides con la mano de %s. ¡Adiós!","Você se despede de %s com um aceno. Adeus!",8323198
".","%s waves goodbye to everyone.  Farewell!",0,0,0,"%s向大家挥手告别。再见！","%s машет всем на прощание. Прощайте!","%s se despide con la mano de todos. ¡Adiós!","%s se despede de todos com um aceno. Adeus!",8323198
"","You wave goodbye to everyone.  Farewell!",0,0,0,"你向大家挥手告别。再见！","Вы машете всем на прощание. Прощайте!","Te despides con la mano de todos. ¡Adiós!","Você se despede de todos com um aceno. Adeus!",8323198
"%s concorda com %s.","%s cackles maniacally at %s.",0,0,0,"%s对着%s咯咯的笑个不停。","%s маниакально хихикает над %s.","%s se ríe maniáticamente de %s.","%s ri maniacamente de %s.",8323198
"s concorda com %s.","%s cackles maniacally at you.",0,0,0,"%s对着你咯咯的笑个不停。","%s маниакально хихикает над вами.","%s se ríe maniáticamente de ti.","%s ri maniacamente de você.",8323198
" concorda com %s.","You cackle maniacally at %s.",0,0,0,"你对着%s咯咯的笑个不停。","Вы маниакально хихикаете.","Te ríes maniáticamente de %s.","Você ri maniacamente de %s.",8323198
"concorda com %s.","%s cackles maniacally at the situation.",0,0,0,"%s见此情景咯咯地笑个不停。","%s безумно хихикает, глядя на эту ситуацию.","%s se ríe maniáticamente de la situación.","%s ri maniacamente da situação.",8323198
"oncorda com %s.","You cackle maniacally at the situation.",0,0,0,"你见此情景咯咯的笑个不停。","Вы безумно хихикаете, глядя на эту ситуацию.","Te ríes maniáticamente de la situación.","Você ri maniacamente da situação.",8323198
"ncorda com %s.","%s cheers at %s!",0,0,0,"%s为%s而欢呼。","%s ликует с %s!","%s vitorea a %s.","%s vibra por %s.",8323198
"corda com %s.","%s cheers at you.",0,0,0,"%s为你而欢呼。","%s ликует с тобой.","%s te vitorea.","%s vibra por você.",8323198
"orda com %s.","You cheer at %s.",0,0,0,"你为%s欢呼。","Ликует с %s.","Vitoreas a %s.","Você vibra por %s.",8323198
"rda com %s.","%s cheers!",0,0,0,"%s大声欢呼。","%s ликует!","%s vitorea.","%s vibra.",8323198
"da com %s.","You cheer!",0,0,0,"你大声欢呼。","Вы ликуете!","Vitoreas.","Você vibra.",8323198
"a com %s.","With arms flapping, %s struts around %s.  Cluck, Cluck, Chicken!",0,0,0,"%s像母鸡一样扇动着双臂绕着%s咯咯咯的叫！","Размахивая руками, %s важно расхаживает вокруг %s. Кудах, кудах, цыплёнок!","Con los brazos aleteando, %s pavonea alrededor de %s. ¡Clo, clo, gallina!","Com os braços agitados, %s se pavoneia ao redor de %s. Có, có, galinha!",8323198
" com %s.","With arms flapping, %s struts around you.  Cluck, Cluck, Chicken!",0,0,0,"%s扇动着双臂绕着你咯咯咯地叫！","Размахивая руками, %s важно расхаживает вокруг тебя. Кудах, кудах, цыплёнок!","Con los brazos aleteando, %s pavonea alrededor de ti. ¡Clo, clo, gallina!","Com os braços agitados, %s se pavoneia ao seu redor. Có, có, galinha!",8323198
"com %s.","With arms flapping, you strut around %s.  Cluck, Cluck, Chicken!",0,0,0,"你扇动着双臂绕着%s咯咯咯地叫！","Размахивая руками, вы важно расхаживает вокруг %s. Кудах, кудах, цыплёнок!","Con los brazos aleteando, te pavoneas alrededor de %s. ¡Clo, clo, gallina!","Com os braços agitados, você se pavoneia ao redor de %s. Có, có, galinha!",8323198
"om %s.","With arms flapping, %s struts around.  Cluck, Cluck, Chicken!",0,0,0,"%s像母鸡一样扇动着双臂绕着圈子咯咯咯的叫！","Размахивая руками, %s важно расхаживает вокруг. Кудах, кудах, цыплёнок!","Con los brazos aleteando, %s pavonea alrededor. ¡Clo, clo, gallina!","Com os braços agitados, %s se pavoneia ao redor. Có, có, galinha!",8323198
"m %s.","With arms flapping, you strut around.  Cluck, Cluck, Chicken!",0,0,0,"你像母鸡一样扇动着双臂绕着圈子咯咯咯的叫！","Размахивая руками, вы ходите вокруг. Кудахтанье, кудахтанье, цыплёнок!","Con los brazos aleteando, te pavoneas alrededor. ¡Clo, clo, gallina!","Com os braços agitados, você se pavoneia ao redor. Có, có, galinha!",8323198
" %s.","%s chuckles at %s.",0,0,0,"%s对着%s吃吃地笑。","%s посмеивается над %s.","%s se ríe entre dientes de %s.","%s ri baixinho de %s.",8323198
"%s.","%s chuckles at you.",0,0,0,"%s对着你吃吃地笑。","%s посмеивается над вами.","%s se ríe entre dientes de ti.","%s ri baixinho de você.",8323198
"s.","You chuckle at %s.",0,0,0,"你对着%s吃吃地笑。","Вы смеетесь над %s.","Te ríes entre dientes de %s.","Você ri baixinho de %s.",8323198
".","%s lets out a hearty chuckle.",0,0,0,"%s吃吃地笑着。","%s издает громкий смешок.","%s suelta una risa cordial.","%s solta uma risada cordial.",8323198
"","You let out a hearty chuckle.",0,0,0,"你吃吃地笑着。","Вы издаете громкий смешок.","Sueltas una risa cordial.","Você solta uma risada cordial.",8323198
"%s agrees with you.","%s claps excitedly for %s.",0,0,0,"%s激动地为%s鼓掌。","%s восторженно хлопает в ладоши %s.","%s aplaude emocionado a %s.","%s aplaude animadamente %s.",8323198
"s agrees with you.","%s claps excitedly for you.",0,0,0,"%s激动地为你鼓掌。","%s восторженно хлопает вам.","%s te aplaude emocionado.","%s aplaude animadamente você.",8323198
" agrees with you.","You clap excitedly for %s.",0,0,0,"你激动地为%s鼓掌。","Вы восторженно хлопаете %s.","Aplaudes emocionado a %s.","Você aplaude animadamente %s.",8323198
"agrees with you.","%s claps excitedly.",0,0,0,"%s激动地鼓掌。","%s восторженно хлопает.","%s aplaude emocionado.","%s aplaude animadamente.",8323198
"grees with you.","You clap excitedly.",0,0,0,"你激动地鼓掌。","Вы восторженно хлопаете.","Aplaudes emocionado.","Você aplaude animadamente.",8323198
"rees with you.","%s looks at %s with a confused look.",0,0,0,"%s疑惑地看着%s。","%s смотрит на %s с недоумением.","%s mira a %s con una mirada confusa.","%s olha para %s com um olhar confuso.",8323198
"ees with you.","%s looks at you with a confused look.",0,0,0,"%s疑惑地看着你。","%s смотрит на вас с недоумением.","%s te mira con una mirada confusa.","%s te olha com um olhar confuso.",8323198
"es with you.","You look at %s with a confused look.",0,0,0,"你疑惑地看着%s。","Вы смотритена %s с недоумением.","Miras a %s con una mirada confusa.","Você olha para %s com um olhar confuso.",8323198
"s with you.","%s is hopelessly confused.",0,0,0,"%s被完全搞糊涂了。","%s безнадежно запутался.","%s está irremediablemente confundido.","%s está irremediavelmente confuso.",8323198
" with you.","You are hopelessly confused.",0,0,0,"你被完全搞糊涂了。","Вы безнадежно запутались.","Estás irremediablemente confundido.","Você está irremediavelmente confuso.",8323198
"with you.","%s congratulates %s.",0,0,0,"%s向%s表示祝贺。","%s поздравляет %s.","%s felicita a %s.","%s felicita %s.",8323198
"ith you.","%s congratulates you.",0,0,0,"%s向你表示祝贺。","%s поздравляет вас.","%s te felicita.","%s felicita você.",8323198
"th you.","You congratulate %s.",0,0,0,"你向%s表示祝贺。","Вы поздравляете %s.","Felicitas a %s.","Você felicita %s.",8323198
"h you.","%s congratulates everyone.",0,0,0,"%s向大家表示祝贺。","%s поздравляет всех.","%s felicita a todos.","%s felicita todos.",8323198
" you.","You congratulate everyone around you.",0,0,0,"你向你周围大家表示祝贺。","Вы поздравляете всех вокруг.","Felicitas a todos a tu alrededor.","Você felicita todos ao seu redor.",8323198
"you.","%s coughs at %s.",0,0,0,"%s对着%s咳嗽了几下。","%s кашляет на %s.","%s tose a %s.","%s tosse para %s.",8323198
"ou.","%s coughs at you.",0,0,0,"%s对着你咳嗽了几下。","%s кашляет на вас.","%s te tose.","%s tosse para você.",8323198
"u.","You cough at %s.",0,0,0,"你对着%s咳嗽了几下。","Вы кашляешь на %s.","Toses a %s.","Você tosse para %s.",8323198
".","%s lets out a hacking cough.",0,0,0,"%s干咳了几下。","%s издает хриплый кашель.","%s suelta una tos seca.","%s solta uma tosse seca.",8323198
"","You let out a hacking cough.",0,0,0,"你干咳了几下。","Вы издаешь хриплый кашель.","Sueltas una tos seca.","Você solta uma tosse seca.",8323198
"%s赞同你的观点。","%s cowers in fear at the sight of %s.",0,0,0,"%s一看到%s就害怕地退缩了。","%s съеживается от страха при виде %s.","%s se acobarda de miedo al ver a %s.","%s se encolhe de medo ao ver %s.",8323198
"s赞同你的观点。","%s cowers in fear at the sight of you.",0,0,0,"%s一看到你就害怕地退缩了。","%s съеживается от страха при виде вас.","%s se acobarda de miedo al verte.","%s se encolhe de medo ao ver você.",8323198
"赞同你的观点。","You cower in fear at the sight of %s.",0,0,0,"你一看到%s就害怕地退缩了。","Вы съеживаетесь от страха при виде %s.","Te acobardas de miedo al ver a %s.","Você se encolhe de medo ao ver %s.",8323198
"��同你的观点。","%s cowers in fear.",0,0,0,"%s害怕地退缩了。","%s съеживается от страха.","%s se acobarda de miedo.","%s se encolhe de medo.",8323198
"�同你的观点。","You cower in fear.",0,0,0,"你害怕地退缩了。","Вы съеживаетесь от страха.","Te acobardas de miedo.","Você se encolhe de medo.",8323198
"同你的观点。","%s cracks his knuckles while staring at %s.",0,0,0,"%s把手上的关节捏得咯咯作声，直直地望着%s。","%s хрустит костяшками пальцев, глядя на %s.","%s se cruje los nudillos mientras mira fijamente a %s.","%s estala os nós dos dedos enquanto encara %s.",8323198
"��你的观点。","%s cracks his knuckles while staring at you.",0,0,0,"%s把手上的关节捏得咯咯作声，直直地望着你。","%s хрустит костяшками пальцев, глядя на вас.","%s se cruje los nudillos mientras te mira fijamente.","%s estala os nós dos dedos enquanto encara você.",8323198
"�你的观点。","You crack your knuckles while staring at %s.",0,0,0,"你把手上的关节捏得咯咯作声，直直地望着%s。","Вы хрустите костяшками пальцев, глядя на %s.","Te crujes los nudillos mientras miras fijamente a %s.","Você estala os nós dos dedos enquanto encara %s.",8323198
"你的观点。","%s cracks his knuckles.",0,0,0,"%s把手上的关节捏得咯咯作声。","%s хрустит костяшками пальцев.","%s se cruje los nudillos.","%s estala os nós dos dedos.",8323198
